STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
210310003910084.00,'0.25 MI E OF FM 1419',"(25.917278, -97.377856)",25.91727777777778,-97.37785555555556,7600,159,98.797989,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=25.917278,-97.377856",
210310033104005.00,'QN ISABELLA CAUSEWAY',"(26.086439, -97.18005)",26.08643888888889,-97.18005,18777,159,98.797989,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.086439,-97.180050",
211250048201005.00,'APPX 0.2 MI S OF SH 359',"(27.304297, -98.678597)",27.304297222222225,-98.67859722222222,8852,84,52.195164,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.304297,-98.678597",
212530003804064.00,'9.7 Mi S of FM 3169',"(26.948119, -99.325986)",26.948119444444444,-99.3259861111111,5234,103,64.001213,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.948119,-99.325986",
221420001801005.00,'0.1 MI N OF FM 133',"(28.280914, -99.283442)",28.28091388888889,-99.28344166666666,15807,100,62.1371,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.280914,-99.283442",
221420001801043.00,'7.6 MI N OF FM 133',"(28.384472, -99.263417)",28.38447222222222,-99.26341666666669,18982,100,62.1371,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.384472,-99.263417",
221420001801044.00,'4.6 MI N  OF FM 133',"(28.339061, -99.272447)",28.33906111111111,-99.27244722222224,18982,100,62.1371,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.339061,-99.272447",
221590029904007.00,'0.6 MI N OF FM 1588',"(28.769597, -100.498172)",28.76959722222222,-100.49817222222222,7487,159,98.797989,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.769597,-100.498172",
221590029904017.00,'0.7 MI S OF FM 1589',"(28.743214, -100.496639)",28.74321388888889,-100.4966388888889,22829,159,98.797989,3,4,3,6,18,22,Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.743214,-100.496639",
222400B01060001,'.4 MI S OF TOLLBOOTH',"(27.500367, -99.502708)",27.500366666666668,-99.50270833333332,22500,159,98.797989,3,4,3,6,18,22,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.500367,-99.502708",
240720000104068.00,'0.25 MI S OF US 85',"(31.762392, -106.508531)",31.762391666666662,-106.50853055555557,13672,159,98.797989,3,4,3,6,18,22,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.762392,-106.508531",
250380003106010.00,'2.510MI S RED RIVER BRIDG',"(34.530672, -100.204689)",34.53067222222222,-100.2046888888889,8150,84,52.195164,3,4,3,6,18,22,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.530672,-100.204689",
250380003106012.00,'1.74MI S OF S END RED RIV',"(34.53875, -100.204308)",34.53875,-100.20430833333332,8150,84,52.195164,3,4,3,6,18,22,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.538750,-100.204308",
121700017705308.00,'1.30 MI N  OF FM 1485',"(30.171661, -95.205125)",30.171661111111117,-95.205125,100302,31,19.262501,5,1,5,4,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.171661,-95.205125",
22200017105033.00,'1.73 MI W OF IH 820',"(32.820719, -97.446078)",32.82071944444445,-97.4460777777778,31326,60,37.28226,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.820719,-97.446078",
111740017601094.00,'11.3 MI S OF SH 21',"(31.458006, -94.726458)",31.458005555555555,-94.72645833333334,27777,53,32.932663,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.458006,-94.726458",
121020038912089.00,'0.6 MI N OF SH 225',"(29.698383, -95.023111)",29.69838333333333,-95.0231111111111,42466,45,27.961695,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.698383,-95.023111",
121020038912090.00,'0.6 MI N OF SH 225',"(29.711256, -95.005969)",29.711255555555557,-95.00596944444445,33130,45,27.961695,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.711256,-95.005969",
121020168503038.00,'2.90 MI SW OF FM 2100',"(30.011139, -95.136986)",30.01113888888889,-95.13698611111111,35866,55,34.175405,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.011139,-95.136986",
121020168503039.00,'1.95 MI W OF FM 2100',"(30.016153, -95.121739)",30.016152777777776,-95.12173888888888,35866,55,34.175405,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.016153,-95.121739",
141440011407171.00,'0.5 MI E OF FM 141',"(30.180067, -96.921422)",30.18006666666667,-96.92142222222223,27776,39,24.233469,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.180067,-96.921422",
142270070003036.00,'4.90 MI NW OF RM 3238',"(30.338772, -98.035719)",30.33877222222222,-98.03571944444444,45421,51,31.689921,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.338772,-98.035719",
142270070003037.00,'4.70 MI NW OF RM 3238',"(30.337325, -98.033711)",30.337325,-98.0337111111111,45421,51,31.689921,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.337325,-98.033711",
142270070003039.00,'1.0 MI W OF RM 3238',"(30.316769, -97.980119)",30.316769444444443,-97.98011944444444,45421,51,31.689921,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.316769,-97.980119",
142270070003040.00,'0.6 MI W OF RM 3238',"(30.313433, -97.974947)",30.31343333333333,-97.97494722222224,45421,51,31.689921,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.313433,-97.974947",
180430028102056.00,'1.3 MI. W Of JCT. SH 205',"(33.023378, -96.475883)",33.023377777777775,-96.47588333333331,25731,35,21.747985,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.023378,-96.475883",
180570000903322.00,'6.0 Mi E of SH 78',"(32.911264, -96.530408)",32.91126388888889,-96.53040833333333,36441,53,32.932663,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.911264,-96.530408",
181750009206350.00,'4.50 MI N OF BS 31',"(32.157558, -96.468483)",32.157558333333334,-96.46848333333334,52657,68,42.253228,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.157558,-96.468483",
200360050802032.00,'2.6 MI E OF FM 3180',"(29.831831, -94.793936)",29.831830555555555,-94.79393611111112,55080,68,42.253228,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.831831,-94.793936",
201010006506127.00,'4.1 MI N OF SH 105',"(30.188381, -94.188092)",30.18838055555556,-94.18809166666666,45209,47,29.204437,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.188381,-94.188092",
201810002814503.00,'1.20 MI E of SH 87',"(30.118533, -93.727192)",30.118533333333332,-93.72719166666668,50507,40,24.85484,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.118533,-93.727192",
211090052801004.00,'0.20 MI N OF FM 495',"(26.232992, -98.322822)",26.232991666666663,-98.3228222222222,25336,37,22.990727,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.232992,-98.322822",
211090052801005.00,'0.21 MI E OF FM 2220',"(26.313233, -98.244436)",26.313233333333333,-98.24443611111111,30410,37,22.990727,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.313233,-98.244436",
221590122901023.00,'1.8 MI SE OF FM 3443',"(28.668264, -100.452944)",28.66826388888889,-100.45294444444444,26483,80,49.70968,5,1,4,5,20,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.668264,-100.452944",
161780010106041.00,'3.16 M SW OF NUECES CO LN',"(27.812728, -97.395339)",27.812727777777777,-97.3953388888889,55243,24,14.912904,2,5,4,4,16,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.812728,-97.395339",
141500029001023.00,'0.40 MI S OF SH 29',"(30.753178, -98.67585)",30.75317777777778,-98.67585,12551,60,37.28226,1,6,3,5,15,21,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.753178,-98.675850",
100930039301017.00,'0.15 MI NW OF SH 322',"(32.417014, -94.709558)",32.41701388888889,-94.70955833333332,25711,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.417014,-94.709558",
120200019202029.00,'1.45 MI W  OF SH 35 BUS',"(29.436617, -95.266183)",29.436616666666666,-95.26618333333332,33764,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.436617,-95.266183",
121020027115703.00,'1.0 MI N OF SH 225',"(29.725003, -95.266314)",29.72500277777777,-95.26631388888887,66868,21,13.048791,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.725003,-95.266314",
121020027115704.00,'1.0 MI N OF SH 225',"(29.722578, -95.266258)",29.722577777777776,-95.26625833333334,69727,21,13.048791,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.722578,-95.266258",
121020027115705.00,'1.75 MI N OF SH 225',"(29.727436, -95.266594)",29.72743611111111,-95.26659444444444,66868,21,13.048791,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727436,-95.266594",
121020027115706.00,'1.75 MI N OF SH 225',"(29.727481, -95.266831)",29.727480555555555,-95.26683055555556,69727,21,13.048791,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.727481,-95.266831",
142270268901002.00,'4.8 MI S US 290',"(30.169378, -97.825539)",30.16937777777778,-97.82553888888889,34033,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.169378,-97.825539",
150150052105055.00,'0.7 Mi W of IH 35',"(29.323586, -98.617558)",29.323586111111112,-98.61755833333332,64805,18,11.184678,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.323586,-98.617558",
150150061301007.00,'0.6 MI S OF IH 410',"(29.311294, -98.554675)",29.31129444444445,-98.554675,29792,24,14.912904,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.311294,-98.554675",
170820067502155.00,'5.9 MI S OF FM 489',"(31.511347, -96.103719)",31.511347222222224,-96.10371944444444,32130,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.511347,-96.103719",
171450067503129.00,'6.3 MI NW OF SH 7',"(31.3451, -96.011942)",31.3451,-96.01194166666669,32548,29,18.019759,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.345100,-96.011942",
171450067503147.00,'1.65 MI S OF US 79',"(31.431886, -96.058839)",31.431886111111112,-96.05883888888889,37325,29,18.019759,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.431886,-96.058839",
172360067506048.00,'4.6 MI SE OF FM 2989',"(30.826164, -95.708036)",30.82616388888889,-95.70803611111111,32507,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.826164,-95.708036",
180610008113070.00,'0.10 MI N OF SH 114',"(33.027378, -97.273467)",33.02737777777778,-97.27346666666666,45952,19,11.806049,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.027378,-97.273467",
180610008113121.00,'1.40 MI S  OF FM 1171',"(33.047197, -97.255042)",33.04719722222222,-97.25504166666668,25007,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.047197,-97.255042",
180610008113123.00,'1.70 MI S OF FM 1171',"(33.044269, -97.257453)",33.044269444444446,-97.25745277777776,25007,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.044269,-97.257453",
180610036403004.00,'1.35 MI NE OF IH 35E',"(33.043989, -96.976572)",33.04398888888889,-96.97657222222225,40866,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.043989,-96.976572",
180610036403005.00,'1.40 MI NE OF IH 35E',"(33.044086, -96.975717)",33.044086111111106,-96.97571666666668,40866,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.044086,-96.975717",
180610036403016.00,'2.05 MI NE OF IH 35E',"(33.045417, -96.964481)",33.04541666666667,-96.96448055555555,40866,24,14.912904,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.045417,-96.964481",
180610036403017.00,'2.25 MI NE OF IH 35E',"(33.045744, -96.961667)",33.045744444444445,-96.96166666666667,40866,24,14.912904,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.045744,-96.961667",
180610036403018.00,'2.75 MI NE OF IH 35E',"(33.046794, -96.952897)",33.046794444444444,-96.95289722222222,40866,24,14.912904,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.046794,-96.952897",
190190061005148.00,'0.50 MI E OF FM 990',"(33.418372, -94.553144)",33.41837222222222,-94.55314444444444,32265,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.418372,-94.553144",
190190061005158.00,'0.10 MI E OF FM 1840',"(33.449569, -94.5047)",33.44956944444444,-94.5047,32265,23,14.291533,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.449569,-94.504700",
191030049508253.00,'0.70 MI W OF SH 43',"(32.488503, -94.42195)",32.48850277777778,-94.42195,32162,32,19.883872,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.488503,-94.421950",
192250061003042.00,'0.65 MI E OF SS 185',"(33.160022, -95.101947)",33.160022222222224,-95.10194722222222,40596,18,11.184678,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.160022,-95.101947",
192250061003044.00,'1.20 MI E OF SPUR 185',"(33.159781, -95.091667)",33.15978055555556,-95.09166666666668,40596,18,11.184678,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.159781,-95.091667",
192250061003049.00,'0.55 MI W OF US 67',"(33.159872, -95.031456)",33.15987222222222,-95.03145555555555,40610,18,11.184678,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.159872,-95.031456",
200360038902026.00,'3.7 MI S OF IH 10',"(29.770317, -94.916639)",29.770316666666663,-94.9166388888889,37134,26,16.155646,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.770317,-94.916639",
201010006505061.00,'0.1 MI N OF FM 421',"(30.244953, -94.196419)",30.24495277777778,-94.19641944444444,27408,29,18.019759,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.244953,-94.196419",
222400001805033.00,'4.00 MI N  OF LP 20',"(27.661864, -99.473461)",27.661863888888888,-99.4734611111111,35954,27,16.777017,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.661864,-99.473461",
222400001806034.00,'3.40 MI N  OF LP 20',"(27.654892, -99.479267)",27.654891666666664,-99.47926666666667,35954,32,19.883872,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.654892,-99.479267",
222400001806035.00,'0.55 MI N  OF LP 20',"(27.615475, -99.492094)",27.615475,-99.49209444444443,35954,32,19.883872,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.615475,-99.492094",
222400001806041.00,'1.05 MI N  OF LP 20',"(27.62285, -99.49045)",27.62285,-99.49045,35954,32,19.883872,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.622850,-99.490450",
230680000706018.00,'1.40 MI E  OF LP 254',"(32.48055, -98.602278)",32.48055,-98.60227777777776,25223,27,16.777017,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.480550,-98.602278",
240720255201276.00,'3.75 MI E OF IH 10',"(31.903967, -106.520925)",31.903966666666665,-106.520925,31570,32,19.883872,3,4,4,4,16,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.903967,-106.520925",
90180012101038.00,'0.3 MI NE OF SH 6',"(31.919383, -97.662083)",31.919383333333336,-97.66208333333334,6062,79,49.088309,2,5,3,5,15,20,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.919383,-97.662083",
