STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
161780032603026.00,'1.9 MI S OF IH 37',27.77121389,-97.41524167,1966,11,0.165003603,1.685714286,0.666666667,0.18543262,86,"27.7712138888888, -97.4152416666666",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.771214,-97.415242",
191830006312018.00,'1.20 MI S OF SP 572',32.14801944,-94.33580833,1924,4,0.063470044,2.885714286,1.0,0.183156413,88,"32.1480194444444, -94.3358083333333",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.148019,-94.335808",
121020059801069.00,'2.8 MI N OF IH 610',29.71920556,-95.37790833,1981,15,0.218000861,1.257142857,0.666666667,0.182705483,89,"29.7192055555555, -95.3779083333333",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.719206,-95.377908",
180570M01255001,'0.05 MI E  OF N ELM ST',32.59994167,-96.76096667,1957,6,0.093678025,1.942857143,1.0,0.182003021,90,"32.5999416666666, -96.7609666666666",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.599942,-96.760967",
150150B10170003,'0.05 MI NW OF S FLORES ST',29.42045278,-98.49753333,1925,4,0.063470044,2.857142857,1.0,0.181342983,91,"29.4204527777777, -98.4975333333333",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.420453,-98.497533",
022200ZL1380002,'.3 MI E OF CAMP BOWE',32.74732778,-97.35701667,1938,7,0.108414641,2.485714286,0.666666667,0.179658548,92,"32.7473277777777, -97.3570166666666",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.747328,-97.357017",
180570M00615002,'0.30 MI E  OF DALLAS AVE',32.59226667,-96.75138333,1958,6,0.093678025,1.914285714,1.0,0.179326506,93,"32.5922666666666, -96.7513833333333",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.592267,-96.751383",
180570M01225001,'0.30 MI E  OF DALLAS AVE',32.59351944,-96.75076667,1958,6,0.093678025,1.914285714,1.0,0.179326506,93,"32.5935194444444, -96.7507666666666",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.593519,-96.750767",
120850C00209001,'0.05 MI N OF 25TH AVE N',29.40862778,-94.90787222,1987,11,0.165003603,1.085714286,1.0,0.179146769,95,"29.4086277777777, -94.9078722222222",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.408628,-94.907872",
132410024003006.00,'0.30 MI W OF BU 59',29.40103611,-96.08161944,1928,4,0.063470044,2.771428571,1.0,0.175902694,96,"29.4010361111111, -96.0816194444444",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.401036,-96.081619",
72260007009006.00,'1.45 MI W  OF US 87',31.37430833,-100.31375,1928,4,0.063470044,2.771428571,1.0,0.175902694,96,"31.3743083333333, -100.31375",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.374308,-100.313750",
010750B00325001,'0.2 MI S OF SH 56',33.57294444,-96.17935,1950,8,0.122911642,2.142857143,0.666666667,0.175588059,98,"33.5729444444444, -96.17935",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.572944,-96.179350",
021270B01655001,'0.1 MI E OF RIDGEWAY DR',32.34810833,-97.41114722,1947,5,0.078697835,2.228571429,1.0,0.175383747,99,"32.3481083333333, -97.4111472222222",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.348108,-97.411147",
181750B01045001,'0.4 MI N OF SH 31',32.09837778,-96.47440278,1908,5,0.078697835,3.342857143,0.666666667,0.175383747,100,"32.0983777777777, -96.4744027777777",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.098378,-96.474403",
131210008911012.00,'0.70 MI NE OF SH 111',28.9828,-96.6363,1929,4,0.063470044,2.742857143,1.0,0.174089264,101,"28.9827999999999, -96.6363",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.982800,-96.636300",
130290051503013.00,'0.23 MI S  OF SH 35',28.62324444,-96.63357778,1960,6,0.093678025,1.857142857,1.0,0.173973476,102,"28.6232444444444, -96.6335777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.623244,-96.633578",
180570M00530001,'0.1 MI S OF PLEASANT RUN',32.60250833,-96.75344444,1960,6,0.093678025,1.857142857,1.0,0.173973476,102,"32.6025083333333, -96.7534444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.602508,-96.753444",
072000AA0240008,'0.05 MI E OF FM 1678',31.68144444,-99.99238056,1930,4,0.063470044,2.714285714,1.0,0.172275834,104,"31.6814444444444, -99.9923805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.681444,-99.992381",
091610B06831002,'0.1 MI SE OF US 84',31.54094722,-97.15266389,1930,4,0.063470044,2.714285714,1.0,0.172275834,104,"31.5409472222222, -97.1526638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.540947,-97.152664",
201240020016147.00,'0.3 MI NW OF SH 87',29.901625,-93.93265,1949,5,0.078697835,2.171428571,1.0,0.170886728,106,"29.901625, -93.93265",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.901625,-93.932650",
161260008619032.00,'0.4 MI S OF SH44',27.74651389,-98.06993611,1949,5,0.078697835,2.171428571,1.0,0.170886728,106,"27.7465138888888, -98.0699361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.746514,-98.069936",
41910016808008.00,'5.3 Mi W of US 87',34.98076111,-102.0095833,1931,4,0.063470044,2.685714286,1.0,0.170462404,108,"34.9807611111111, -102.009583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.980761,-102.009583",
120850019204017.00,'0.25 MI NW OF FM 2004',29.35403333,-95.03488056,1931,4,0.063470044,2.685714286,1.0,0.170462404,108,"29.3540333333333, -95.0348805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.354033,-95.034881",
161780032603024.00,'1.5 MI S OF IH 37',27.77617222,-97.41220278,1966,10,0.151202321,1.685714286,0.666666667,0.169922608,110,"27.7761722222222, -97.4122027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.776172,-97.412203",
161780032603022.00,'1.4 MI S OF IH 37',27.77822778,-97.41103333,1966,10,0.151202321,1.685714286,0.666666667,0.169922608,110,"27.7782277777777, -97.4110333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.778228,-97.411033",
161780032603025.00,'1.5 MI S OF IH 37',27.77634167,-97.41232778,1966,10,0.151202321,1.685714286,0.666666667,0.169922608,110,"27.7763416666666, -97.4123277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.776342,-97.412328",
161780032603023.00,'1.4 MI S OF IH 37',27.77822778,-97.41123611,1966,10,0.151202321,1.685714286,0.666666667,0.169922608,110,"27.7782277777777, -97.4112361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.778228,-97.411236",
120850B00720001,'AT PORT INDUSTRIAL BLVD',29.29795278,-94.82624167,1960,9,0.137172924,1.857142857,0.666666667,0.169833144,114,"29.2979527777777, -94.8262416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.297953,-94.826242",
161260148501001.00,'0.20 MI S OF SH 359',27.74430278,-98.09348056,1950,5,0.078697835,2.142857143,1.0,0.168638218,115,"27.7443027777777, -98.0934805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.744303,-98.093481",
082080B00555001,'0.25 MI E OF US 84 BUS',32.71813056,-100.9137306,1950,5,0.078697835,2.142857143,1.0,0.168638218,115,"32.7181305555555, -100.913730555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.718131,-100.913731",
161260B00580001,'0.2 MI S OF SH 44',27.74313333,-98.08796111,1950,5,0.078697835,2.142857143,1.0,0.168638218,115,"27.7431333333333, -98.0879611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.743133,-98.087961",
201240002807163.00,'0.5 MI W OF NECHES RIVER',30.09388333,-94.09968611,1967,10,0.151202321,1.657142857,0.666666667,0.167042564,118,"30.0938833333333, -94.0996861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.093883,-94.099686",
250440003104003.00,'0.60 MI N OF FM 338',34.85739722,-100.2048556,1933,4,0.063470044,2.628571429,1.0,0.166835544,119,"34.8573972222222, -100.204855555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.857397,-100.204856",
132410008910035.00,'1.50 MI NE OF FM 961',29.29409444,-96.11261667,1933,4,0.063470044,2.628571429,1.0,0.166835544,119,"29.2940944444444, -96.1126166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.294094,-96.112617",
132410008910036.00,'1.70 MI NE OF FM 961',29.29630556,-96.11100278,1933,4,0.063470044,2.628571429,1.0,0.166835544,119,"29.2963055555555, -96.1110027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.296306,-96.111003",
1805709C6210001,'0.15 MI SW OF LAMAR ST',32.763275,-96.791475,1932,6,0.093678025,2.657142857,0.666666667,0.165943931,122,"32.763275, -96.7914749999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.763275,-96.791475",
230420007803003.00,'0.1 MI S OF SH 153',31.82536111,-99.42304444,1934,4,0.063470044,2.6,1.0,0.165022115,123,"31.8253611111111, -99.4230444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.825361,-99.423044",
131210008903108.00,'0.40 MI S of FM 822',28.980425,-96.66353056,1972,7,0.108414641,1.514285714,1.0,0.164170742,124,"28.9804249999999, -96.6635305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.980425,-96.663531",
250970084405003.00,'0.45 MI N OF SH 256',34.7296,-100.5305778,1955,8,0.122911642,2.0,0.666666667,0.163882189,125,"34.7296, -100.530577777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.729600,-100.530578",
142270B00045002,'0.27 MI E OF CONGRESS',30.27575,-97.73530278,1916,5,0.078697835,3.114285714,0.666666667,0.163391696,126,"30.27575, -97.7353027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.275750,-97.735303",
41880027501019.00,'1.37 MI E OF IH 27',35.19291667,-101.8132417,1964,6,0.093678025,1.742857143,1.0,0.163267416,127,"35.1929166666666, -101.813241666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=35.192917,-101.813242",
230680045201015.00,'0.3 MI W  OF US 183',32.095775,-98.96993333,1935,4,0.063470044,2.571428571,1.0,0.163208685,128,"32.095775, -98.9699333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.095775,-98.969933",
091610B06831001,'0.5 MI SE OF US 84',31.53690278,-97.14777222,1935,4,0.063470044,2.571428571,1.0,0.163208685,128,"31.5369027777777, -97.1477722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.536903,-97.147772",
91610020901034.00,'0.5 MI SE OF US 84',31.54408056,-97.14112778,1935,4,0.063470044,2.571428571,1.0,0.163208685,128,"31.5440805555555, -97.1411277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.544081,-97.141128",
142270B00054011,'0.17 MI E OF CONGRESS',30.27988056,-97.73530833,1917,5,0.078697835,3.085714286,0.666666667,0.161892689,131,"30.2798805555555, -97.7353083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.279881,-97.735308",
231670027401005.00,'0.05 MI N  OF SH 16 S',31.44689167,-98.56769167,1936,4,0.063470044,2.542857143,1.0,0.161395255,132,"31.4468916666666, -98.5676916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.446892,-98.567692",
230420005405050.00,'0.55 MI E  OF SH 206 SB',31.82640278,-99.41393056,1936,4,0.063470044,2.542857143,1.0,0.161395255,132,"31.8264027777777, -99.4139305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.826403,-99.413931",
90140083603013.00,'1.10 MI W OF FM 2410',31.12326667,-97.71684167,1965,6,0.093678025,1.714285714,1.0,0.160590901,134,"31.1232666666666, -97.7168416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.123267,-97.716842",
222330B00805001,'0.1 MI NW OF DELAROSA ST',29.36208333,-100.8893333,1935,6,0.093678025,2.571428571,0.666666667,0.160590901,135,"29.3620833333333, -100.889333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.362083,-100.889333",
160130B01315002,'0.55 MI S OF US 59',28.39383056,-97.74344722,1980,8,0.122911642,1.285714286,1.0,0.158029254,136,"28.3938305555555, -97.7434472222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.393831,-97.743447",
111740017601141.00,'0.3 MI S OF SH 21',31.60174167,-94.65711667,1938,4,0.063470044,2.485714286,1.0,0.157768395,137,"31.6017416666666, -94.6571166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.601742,-94.657117",
30490031201002.00,'0.4 MI W OF IH 35',33.62337222,-97.15980556,1938,4,0.063470044,2.485714286,1.0,0.157768395,137,"33.6233722222222, -97.1598055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.623372,-97.159806",
230420B00380001,'0.15 MI S  OF SH 153',31.82494444,-99.42086389,1938,4,0.063470044,2.485714286,1.0,0.157768395,137,"31.8249444444444, -99.4208638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.824944,-99.420864",
102010056401001.00,'0.2 MI W OF US 259',32.36770833,-94.87269167,1938,4,0.063470044,2.485714286,1.0,0.157768395,137,"32.3677083333333, -94.8726916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.367708,-94.872692",
131210B00740001,'0.15 MI S OF GILBERT ST',28.96681944,-96.64599167,1955,5,0.078697835,2.0,1.0,0.15739567,141,"28.9668194444444, -96.6459916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.966819,-96.645992",
1805709O2170001,'0.55 MI N OF MLK JR BLVD',32.77563889,-96.77575556,1937,6,0.093678025,2.514285714,0.666666667,0.157022214,142,"32.7756388888888, -96.7757555555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.775639,-96.775756",
120850359501002.00,'2.60 MI E OF IH 45',29.298775,-94.82359722,1985,9,0.137172924,1.142857143,1.0,0.156769056,143,"29.298775, -94.8235972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.298775,-94.823597",
132410008910065.00,'0.25 MI S OF SH 60',29.3078,-96.10376667,1965,9,0.137172924,1.714285714,0.666666667,0.156769056,143,"29.3078, -96.1037666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.307800,-96.103767",
120850359501001.00,'2.50 MI E OF IH 45',29.29858056,-94.82799167,1985,9,0.137172924,1.142857143,1.0,0.156769056,143,"29.2985805555555, -94.8279916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.298581,-94.827992",
111740017601045.00,'22.1 MI S OF RUSK CO LINE',31.59754167,-94.66050556,1939,4,0.063470044,2.457142857,1.0,0.155954965,146,"31.5975416666666, -94.6605055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.597542,-94.660506",
230420B00150001,'0.20 MI E  OF SH 206',31.82196667,-99.41966389,1939,4,0.063470044,2.457142857,1.0,0.155954965,146,"31.8219666666666, -99.4196638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.821967,-99.419664",
230420B00390001,'0.25 MI S  OF SH 206',31.82371111,-99.41864167,1939,4,0.063470044,2.457142857,1.0,0.155954965,146,"31.8237111111111, -99.4186416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.823711,-99.418642",
21270025906042.00,'0.2 MI W OF SH 174',32.34695556,-97.38957778,1921,5,0.078697835,2.971428571,0.666666667,0.155896664,149,"32.3469555555555, -97.3895777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.346956,-97.389578",
201810B00002001,'0.05 MI N  OF BURTON ST',30.10561667,-93.73115278,1950,7,0.108414641,2.142857143,0.666666667,0.154878058,150,"30.1056166666666, -93.7311527777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.105617,-93.731153",
201810B00006001,'0.10 MI N  OF BURTON ST',30.10731111,-93.73585833,1950,7,0.108414641,2.142857143,0.666666667,0.154878058,150,"30.1073111111111, -93.7358583333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.107311,-93.735858",
140110011404062.00,'4.9 MI W OF FM 969',30.34137778,-97.37701389,1940,4,0.063470044,2.428571429,1.0,0.154141536,152,"30.3413777777777, -97.3770138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.341378,-97.377014",
230420B00030001,'BRAZOS ST @ MESQUITE ST',31.82533611,-99.41808056,1940,4,0.063470044,2.428571429,1.0,0.154141536,152,"31.8253361111111, -99.4180805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.825336,-99.418081",
111740017601043.00,'0.1 MI S OF SH 21',31.60173889,-94.65711944,1940,4,0.063470044,2.428571429,1.0,0.154141536,152,"31.6017388888888, -94.6571194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.601739,-94.657119",
