STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
9.161E+13,309,'1.1 MI E OF US 84',"31.522500, -97.170036",63,29,2.17241379310345,0.886097651878826,1.0,2.71428571428571,1.33333333333333,Culvert,Concrete,3.0,3.20682959727575,Top 50,"The bridge at 1.1 MI E OF US 84 is ranked #45 for wildfire risk. It has experienced 63 wildfires within a 1-mile buffer area over the past 30 years, indicating high historical exposure. The risk index is 3.2, calculated using factors including a 88.61% annual wildfire probability, a vulnerability factor of 1.00 for concrete superstructure, and other modifiers. The primary drivers of the elevated risk are the high frequency of wildfires in the area and the bridge’s concrete construction, which, while more resistant to fire, still faces significant risk when combined with other factors.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.522500,-97.170036"
022200ZM0670001,439,'0.56 MI S SPUR 496',"32.723072, -97.326439",40,29,1.37931034482759,0.74824788464767,1.0,2.57142857142857,1.66666666666667,Girder & Floorbeam,Steel Continuous,4.0,3.20677664849002,Top 50,"The bridge at 0.56 MI S SPUR 496 is ranked #46 for wildfire risk, with a calculated risk index of 3.21. This high risk is driven by a 74.82% annual probability of wildfire, a moderate vulnerability score of 2-3 for its steel superstructure, and a very high historical exposure to wildfires, with 40 events recorded within the 1-mile buffer area. These factors combine to place the bridge in the top 50 tier for wildfire risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.723072,-97.326439"
2.1214E+14,427,'2.20 MI E  OF FM 755',"26.361250, -98.786353",51,29,1.75862068965517,0.827717669183812,1.0,2.88571428571429,1.33333333333333,Tee Beam,Concrete,3.0,3.18474227000248,Top 50,"The bridge at 2.20 miles east of FM 755 has a high wildfire risk score of 3.18, ranking it among the top 50 in the state. This is due to a high historical exposure to wildfires, with 51 events recorded within a 1-mile buffer area over the past three decades. The bridge’s concrete superstructure has a lower vulnerability score, but the high annual wildfire probability (82.77%) and the structure’s age and design factors contribute significantly to its elevated risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.361250,-98.786353"
230470C00225001,93,'0.10 MI S  OF SH 6',"32.113989, -98.532625",44,29,1.51724137931034,0.780683936948169,1.0,3.05714285714286,1.33333333333333,Culvert,Concrete,3.0,3.18221642870301,Top 50,"The bridge at 0.10 MI S OF SH 6 is ranked #48 for wildfire risk, with a calculated risk index of 3.18. This high score is driven by a 78% annual probability of a wildfire within the 1-mile buffer area, combined with a vulnerability factor of 1.00 for the concrete superstructure. The bridge has experienced 44 wildfires in the historical dataset, indicating high exposure to fire events.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.113989,-98.532625"
230470C00295001,93,'0.20 MI E  OF SH 16',"32.108200, -98.533722",44,29,1.51724137931034,0.780683936948169,1.0,3.05714285714286,1.33333333333333,Culvert,Concrete,3.0,3.18221642870301,Top 50,"The bridge at 0.20 MI E OF SH 16 is ranked #49 for wildfire risk, with a calculated risk index of 3.18. This high score is driven by a 78% annual probability of a wildfire within a 1-mile buffer area, combined with a vulnerability factor of 1.00 for concrete superstructure. The bridge has experienced 44 wildfires in the historical dataset, indicating high exposure to fire events.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.108200,-98.533722"
091610B05911001,309,'0.01 MI NW OF UNIV PARK',"31.574272, -97.147328",56,29,1.93103448275862,0.855001877186422,1.0,2.77142857142857,1.33333333333333,Arch - Deck,Concrete,3.0,3.15943550807935,Top 50,"The bridge at '0.01 MI NW OF UNIV PARK' is ranked #50 for wildfire risk, with a calculated risk index of 3.16. This is driven by a high annual wildfire probability of 85.5%, indicating a very high likelihood of fire events in the area. The bridge’s superstructure is made of concrete, which has a lower vulnerability score of 1.00, but the combination of frequent fire events and the bridge’s age and design factors contribute to its elevated risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.574272,-97.147328"
8.115E+13,227,'5.5 MI W OF US 87',"32.224381, -101.562889",37,29,1.27586206896552,0.720809816742767,1.0,2.62857142857143,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,3.15783348287307,Top 100,"The bridge at 5.5 miles west of US 87 has a high wildfire risk rating of 3.16, placing it in the top 100 most at-risk bridges. This is due to a 72% annual probability of a wildfire, combined with a moderate vulnerability score of 2-3 for its steel superstructure. The bridge has experienced 37 wildfires within the last mile buffer, indicating high historical exposure to fire events.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.224381,-101.562889"
091610B06799001,309,'0.03 MI SE OF IH 35',"31.544106, -97.125792",67,29,2.31034482758621,0.900772970557429,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,3.1569947920489,Top 100,"The bridge is ranked #52 for wildfire risk at '0.03 MI SE OF IH 35' with a high risk index of 3.16, indicating a significant threat. It has experienced 67 wildfire events within a 1-mile buffer area, contributing to its very high historical exposure. The bridge’s superstructure is made of concrete, which has a lower vulnerability to wildfires, but the high number of past fires and the calculated annual wildfire probability of 90% are the primary drivers of its elevated risk score.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.544106,-97.125792"
230470C00045001,93,'0.05 MI E  OF SH 16',"32.113383, -98.541128",43,29,1.48275862068966,0.772989412288977,1.0,3.05714285714286,1.33333333333333,Culvert,Concrete,3.0,3.1508520805684,Top 100,"The bridge at 0.05 MI E OF SH 16 is ranked #53 for wildfire risk, with a calculated risk index of 3.15, placing it in the Top 100 tier. This high risk is driven by a 77.3% annual probability of a wildfire within a 1-mile buffer area, combined with a vulnerability factor of 1.00 for the concrete superstructure. The bridge has experienced 43 wildfire events in the historical dataset, indicating significant exposure to fire events.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.113383,-98.541128"
091610B00993001,309,'0.2 MI S OF IH 35',"31.526039, -97.131261",57,29,1.96551724137931,0.85991658906297,1.0,2.74285714285714,1.33333333333333,Culvert,Concrete,3.0,3.14483781143029,Top 100,"The bridge at 0.2 MI S OF IH 35 is ranked #54 for wildfire risk, with a calculated risk index of 3.14. This high score is driven by a very high historical exposure to wildfires, with 57 events recorded within a 1-mile buffer area over the past three decades. The bridge’s superstructure is made of concrete, which has a lower vulnerability to fire damage compared to other materials. However, the combination of high exposure and moderate vulnerability factors contributes to its elevated risk level.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.526039,-97.131261"
091610B06797001,309,'0.05 MI SE OF IH 35',"31.544769, -97.124969",65,29,2.24137931034483,0.893688233715183,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,3.13216447625893,Top 100,"The bridge is ranked #55 for wildfire risk at the location 0.05 miles southeast of IH 35. It has experienced 65 wildfire events within a 1-mile buffer area over the past 30 years, indicating high historical exposure. The risk index is 3.13, calculated using factors including the annual wildfire probability of 89.37%, a vulnerability factor of 1.00 for concrete superstructure, and other modifiers. The primary drivers of the elevated risk are the high frequency of wildfires in the area and the bridge's concrete construction, which, while more resistant to fire, still faces significant risk when combined with other factors.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.544769,-97.124969"
1805709O2170001,113,'0.55 MI N OF MLK JR BLVD',"32.775639, -96.775756",38,29,1.31034482758621,0.73027296897429,1.0,2.57142857142857,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,3.1297412956041,Top 100,"The bridge at 0.55 miles north of MLK Jr Blvd has a high wildfire risk score of 3.13, ranking it #56 among bridges in the area. This is due to a 73% annual probability of wildfires, combined with a moderate vulnerability score of 2-3 for its steel superstructure. The bridge’s risk is also influenced by a high historical exposure to wildfires, with 38 events recorded in the 1-mile buffer zone over the past three decades.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.775639,-96.775756"
022200ZJ4200003,439,'INT OF VICKERY & JENNINGS',"32.743775, -97.329986",54,29,1.86206896551724,0.844649117978322,1.0,2.77142857142857,1.33333333333333,Frame (except frame culverts),Concrete,3.0,3.12117959786275,Top 100,"The bridge at INT OF VICKERY & JENNINGS is ranked #57 for wildfire risk, with 54 wildfire events recorded within a 1-mile buffer area over the past 30 years. The risk index is 3.12, driven by a high annual wildfire probability of 84.46% and a vulnerability factor of 1.00 for the concrete superstructure. These factors indicate a significant exposure to wildfires and a moderate risk of structural damage due to the material type.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.743775,-97.329986"
201220B00510001,241,'0.2 MI S OF HOUSTON ST',"30.918050, -94.000536",54,29,1.86206896551724,0.844649117978322,1.0,2.77142857142857,1.33333333333333,Arch - Deck,Concrete,3.0,3.12117959786275,Top 100,"The bridge at '0.2 MI S OF HOUSTON ST' has a high wildfire risk score of 3.12, ranking it #58 among bridges in the area. This is due to a high historical exposure to wildfires, with 54 events recorded within a 1-mile buffer from 1980 to 2010. The bridge’s concrete superstructure has a lower vulnerability score, but the high annual wildfire probability (84.46%) and the bridge’s age and design factors contribute significantly to its elevated risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.918050,-94.000536"
091610B06831002,309,'0.1 MI SE OF US 84',"31.540947, -97.152664",53,29,1.82758620689655,0.839198759368427,1.0,2.77142857142857,1.33333333333333,Culvert,Concrete,3.0,3.10103922509476,Top 100,"The bridge at '0.1 MI SE OF US 84' has a high wildfire risk score of 3.1, ranking it #59 among bridges in the area. This is due to a high historical exposure to wildfires, with 53 events recorded within a 1-mile buffer from 1980 to 2010. The bridge’s superstructure is made of concrete, which has a lower vulnerability to fire damage. However, the combination of high wildfire probability and moderate vulnerability factors contributes to its elevated risk rating.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.540947,-97.152664"
2.22E+13,439,'0.3 MI W OF LOOP 496',"32.731717, -97.309050",62,29,2.13793103448276,0.882101481173577,1.0,2.62857142857143,1.33333333333333,Culvert,Concrete,3.0,3.0915556673512,Top 100,"The bridge at 0.3 MI W OF LOOP 496 is ranked #60 for wildfire risk, with a calculated risk index of 3.09. This high score is driven by a 88% annual probability of a wildfire in the area, combined with a vulnerability factor of 1.00 for the concrete superstructure. The bridge has a high historical exposure to wildfires, with 62 events recorded in the 1-mile buffer zone over the past three decades, contributing significantly to its elevated risk.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.731717,-97.309050"
2.073E+13,143,'0.94 MI S  OF FM 1188',"32.375833, -98.173075",37,29,1.27586206896552,0.720809816742767,1.0,2.57142857142857,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,3.08918492889757,Top 100,"The bridge at 0.94 miles south of FM 1188 has a high wildfire risk rating of 3.09, placing it in the top 100 most at-risk bridges. This is due to a 72% annual probability of a wildfire, combined with a moderate vulnerability score of 2-3 for its steel superstructure. The bridge has experienced 37 wildfires within the last mile, indicating significant historical exposure to fire events.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.375833,-98.173075"
091610B04641001,309,'0.1 MI SE OF US 84',"31.536175, -97.159008",41,29,1.41379310344828,0.756781023472226,1.0,3.05714285714286,1.33333333333333,Culvert,Concrete,3.0,3.08478360043917,Top 100,"The bridge at '0.1 MI SE OF US 84' has a high wildfire risk score of 3.08, ranking it #62 among bridges in the area. This is due to a high historical exposure to wildfires, with 41 events recorded within a 1-mile buffer from 1980 to 2010. The bridge’s superstructure is made of concrete, which has a lower vulnerability to fire damage. However, the combination of high wildfire probability and moderate vulnerability factors contributes to its elevated risk rating.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.536175,-97.159008"
9.161E+13,309,'0.8 Mi E of US 84',"31.526872, -97.157281",53,29,1.82758620689655,0.839198759368427,1.0,1.82857142857143,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,3.06906974854739,Top 100,"The bridge at '0.8 Mi E of US 84' has a high wildfire risk score of 3.07, ranking it #63 among bridges in the area. This is due to a high historical exposure to wildfires, with 53 events recorded within a 1-mile buffer zone over the past 30 years. The bridge’s superstructure is made of timber/wood, which has the highest vulnerability score (5) for wildfire damage. These factors combine to create a significant risk, as the bridge is highly susceptible to fire and has a high likelihood of encountering wildfires.","https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.526872,-97.157281"
