STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
21840031407038.000,0.85 MI NW OF FM 5,98410,19.0,23.6,1968,N,11,47200.0,66.06218176,12352.24068,1.25,1.0,15440.30085,"32.752636, -97.687942",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.752636,-97.687942",
180570009214244.000,0.6 Mi N of LP 12,81690,20.0,23.6,1975,N,11,47200.0,66.06218176,10793.23926,1.428571429,1.0,15418.91322,"32.709653, -96.755369",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.709653,-96.755369",
180570237401022.000,0.12 MI E OF DNT,309861,6.0,23.6,1967,N,11,47200.0,66.06218176,12282.05622,1.25,1.0,15352.57028,"32.925944, -96.818561",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.925944,-96.818561",
200360050802002.000,1.6 MI E OF SH 146,84431,22.0,23.6,1948,N,11,47200.0,66.06218176,12270.93135,1.25,1.0,15338.66419,"29.823906, -94.872286",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.823906,-94.872286",
22200001402342.000,1.0 MI S SYCAMORE SCH RD,149546,11.0,23.6,1976,N,11,47200.0,66.06218176,10867.26854,1.4,1.0,15214.17595,"32.620306, -97.321619",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.620306,-97.321619",
150950002503017.000,2.5 MI W OF FM 775,55363,32.0,22.7,1932,N,11,45400.0,68.61338224,12155.65658,1.25,1.0,15194.57072,"29.529367, -98.11125",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.529367,-98.111250",
91610001501324.000,0.7 Mi N of LP 340 N,47401,32.0,23.6,1972,7,11,47200.0,66.06218176,10020.52313,1.514285714,1.0,15173.93502,"31.614464, -97.101778",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.614464,-97.101778",
180710004808100.000,0.2 MI N OF SH 34,49571,37.0,23.6,1966,N,1,47200.0,66.06218176,12116.64312,1.25,1.0,15145.80391,"32.198681, -96.898019",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.198681,-96.898019",
91100001424468.000,0.3 MI N OF SH 22,76204,40.0,23.6,2002,N,11,47200.0,66.06218176,20136.81,0.75,1.0,15102.6075,"32.013228, -97.095611",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.013228,-97.095611",
22200237405301.000,0.1 MI E OF LITTLE ROAD,153638,10.0,23.6,1973,N,11,47200.0,66.06218176,10149.66148,1.485714286,1.0,15079.49706,"32.67455, -97.197981",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.674550,-97.197981",
150150007212293.000,DOWNTOWN Y I/C,139713,11.0,20.0,1954,6,11,40000.0,75.7096,11635.37688,1.25,1.025,14907.82663,"29.433861, -98.498081",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.433861,-98.498081",
22200237405280.000,0.8 MI E OF FM 157,157954,10.0,23.6,1975,N,11,47200.0,66.06218176,10434.78586,1.428571429,1.0,14906.83694,"32.677756, -97.121142",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677756,-97.121142",
180710004808111.000,1.0 MI NW OF FM 308,48618,37.0,23.6,1966,N,1,47200.0,66.06218176,11883.70127,1.25,1.0,14854.62658,"32.151578, -96.931347",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.151578,-96.931347",
180710004808112.000,2.0 MI SE OF SH 34,48618,37.0,23.6,1966,N,1,47200.0,66.06218176,11883.70127,1.25,1.0,14854.62658,"32.170139, -96.914111",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.170139,-96.914111",
121700067508229.000,1.53 MI SE OF SH 105,164000,19.0,24.5,2012,N,11,49000.0,63.418084,19761.07497,0.75,1.0,14820.80623,"30.293508, -95.464",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.293508,-95.464000",
22200237405271.000,1.7 MI E OF US 287,153638,10.0,23.6,1974,N,11,47200.0,66.06218176,10149.66148,1.457142857,1.0,14789.50673,"32.676406, -97.183072",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.676406,-97.183072",
150460001604056.000,0.2 MI N OF FM 1102,93000,20.0,24.5,1932,N,1,49000.0,63.418084,11795.76362,1.25,1.0,14744.70453,"29.794461, -98.021522",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.794461,-98.021522",
121020050801316.000,1.70 MI W OF IH 610,92413,20.0,24.5,1964,7,11,49000.0,63.418084,11721.31079,1.25,1.0,14651.63849,"29.777839, -95.291631",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.777839,-95.291631",
180710004804036.000,0.3 MI SW OF US 287,49891,37.0,24.5,1957,N,11,49000.0,63.418084,11706.76903,1.25,1.0,14633.46128,"32.422308, -96.865694",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.422308,-96.865694",
150150001703051.000,2.60 MI SW OF LP 1604,52065,34.0,23.6,1934,N,1,47200.0,66.06218176,11694.39348,1.25,1.0,14617.99185,"29.263006, -98.705594",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.263006,-98.705594",
150150001703102.000,2.60 MI SW OF LP 1604,52065,34.0,23.6,1955,N,1,47200.0,66.06218176,11694.39348,1.25,1.0,14617.99185,"29.263197, -98.705714",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.263197,-98.705714",
150150002502006.000,0.69 MI E OF FM 1516,70701,25.0,23.6,1932,N,11,47200.0,66.06218176,11676.65578,1.25,1.0,14595.81973,"29.4616, -98.306639",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.461600,-98.306639",
150150002502327.000,1.9 MI E OF SL 1604,54971,32.0,23.6,1959,N,11,47200.0,66.06218176,11620.81342,1.25,1.0,14526.01677,"29.474831, -98.26245",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.474831,-98.262450",
150150002502328.000,0.81 MI E OF SL 1604,54971,32.0,23.6,1959,N,12,47200.0,66.06218176,11620.81342,1.25,1.0,14526.01677,"29.469319, -98.279431",Top 100,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.469319,-98.279431",
150150002502329.000,1.54 MI E OF SL 1604,54971,32.0,23.6,1959,N,11,47200.0,66.06218176,11620.81342,1.25,1.0,14526.01677,"29.473111, -98.2681",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.473111,-98.268100",
150950002503012.000,4.3 MI W OF FM 465,53260,33.0,23.6,1932,N,11,47200.0,66.06218176,11610.95694,1.25,1.0,14513.69618,"29.504133, -98.178319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.504133,-98.178319",
180570019603096.000,0.1 Mi W of Inwood Rd,194462,9.0,23.6,1959,N,11,47200.0,66.06218176,11561.92559,1.25,1.0,14452.40699,"32.811664, -96.85045",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.811664,-96.850450",
90140001507465.000,1.25 MI S OF FM 2268,62317,28.0,23.6,1956,N,1,47200.0,66.06218176,11527.03155,1.25,1.0,14408.78943,"30.916619, -97.547825",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.916619,-97.547825",
180570237404225.000,0.2 MI E OF US 67,148507,10.0,23.6,1974,N,11,47200.0,66.06218176,9810.696427,1.457142857,1.0,14295.58622,"32.652447, -96.873747",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.652447,-96.873747",
150150001710091.000,0.07 MI S OF FM 1976,123445,14.0,23.6,1953,N,11,47200.0,66.06218176,11417.06444,1.25,1.0,14271.33055,"29.509011, -98.398039",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.509011,-98.398039",
190190061005148.000,0.40 MI E OF FM 1840,32265,43.0,23.6,1971,N,1,47200.0,66.06218176,9165.434066,1.542857143,1.0,14140.95542,"33.45155, -94.499839",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.451550,-94.499839",
190190061005158.000,0.10 MI E OF FM 1840,32265,43.0,23.6,1971,N,1,47200.0,66.06218176,9165.434066,1.542857143,1.0,14140.95542,"33.449569, -94.5047",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.449569,-94.504700",
190190061005159.000,0.50 MI E OF FM 990,32265,43.0,23.6,1971,N,1,47200.0,66.06218176,9165.434066,1.542857143,1.0,14140.95542,"33.418372, -94.553144",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.418372,-94.553144",
121020050201015.000,0.5 MI E OF BELTWAY 8,90072,19.0,23.6,1963,N,12,47200.0,66.06218176,11305.67039,1.25,1.0,14132.08798,"29.711644, -95.144964",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.711644,-95.144964",
22200237405283.000,1.3 MI W OF SH-360,149583,10.0,23.6,1975,N,11,47200.0,66.06218176,9881.779334,1.428571429,1.0,14116.82762,"32.677744, -97.084058",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677744,-97.084058",
22200237405286.000,2.1 MI E OF FM 157,149583,10.0,23.6,1975,N,11,47200.0,66.06218176,9881.779334,1.428571429,1.0,14116.82762,"32.677792, -97.098569",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677792,-97.098569",
150150001710187.000,0.96 MI S OF FM 1976,123445,14.0,24.5,1962,6,11,49000.0,63.418084,10960.10353,1.25,1.025,14042.63265,"29.496558, -98.400714",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.496558,-98.400714",
22200001402344.000,0.1 MI N OF FM 1187,137727,11.0,23.6,1976,N,11,47200.0,66.06218176,10008.40072,1.4,1.0,14011.76101,"32.579375, -97.319608",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.579375,-97.319608",
22200001402349.000,1.8 MI N OF FM 1187,137727,11.0,23.6,1976,N,11,47200.0,66.06218176,10008.40072,1.4,1.0,14011.76101,"32.605181, -97.320194",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.605181,-97.320194",
190190061005171.000,1.10 MI W OF FM 44,31764,43.0,23.6,1971,N,1,47200.0,66.06218176,9023.116308,1.542857143,1.0,13921.37945,"33.376078, -94.618506",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.376078,-94.618506",
201810002811067.000,0.4 MI W OF FM 1132,60095,28.0,23.6,1952,N,11,47200.0,66.06218176,11116.01908,1.25,1.0,13895.02385,"30.129375, -93.965078",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.129375,-93.965078",
91610001501325.000,0.7 Mi N of LP 340 N,43233,32.0,23.6,1972,7,11,47200.0,66.06218176,9139.412173,1.514285714,1.0,13839.68129,"31.614486, -97.101428",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.614486,-97.101428",
201810002811083.000,2.0 MI E OF FM 1135,59400,28.0,23.6,1954,N,1,47200.0,66.06218176,10987.46207,1.25,1.0,13734.32759,"30.131183, -93.911394",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.131183,-93.911394",
150150001703052.000,6.70 MI SW OF LP 1604,46194,36.0,23.6,1937,N,1,47200.0,66.06218176,10986.03513,1.25,1.0,13732.54391,"29.243681, -98.768644",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.243681,-98.768644",
150150001703053.000,6.60 MI SW OF LP 1604,46194,36.0,23.6,1937,N,1,47200.0,66.06218176,10986.03513,1.25,1.0,13732.54391,"29.243503, -98.769222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.243503,-98.769222",
150150001703057.000,4.80 MI SW OF LP 1604,46194,36.0,23.6,1934,N,1,47200.0,66.06218176,10986.03513,1.25,1.0,13732.54391,"29.251842, -98.740575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.251842,-98.740575",
201810002811264.000,0.50 MI E OF FM 1132,59391,28.0,23.6,1958,N,1,47200.0,66.06218176,10985.7973,1.25,1.0,13732.24663,"30.130044, -93.951244",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.130044,-93.951244",
142460001509176.000,0.86 MI S OF FM 3406,138115,12.0,23.6,1960,N,11,47200.0,66.06218176,10949.01388,1.25,1.0,13686.26735,"30.523533, -97.689519",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.523533,-97.689519",
180570237404256.000,0.2 MI E OF SPUR 408,141492,10.0,23.6,1974,N,11,47200.0,66.06218176,9347.270222,1.457142857,1.0,13620.30804,"32.6675, -96.919397",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.667500,-96.919397",
180570237403146.000,1.0 MI E OF IH 35E,76105,20.0,26.7,1971,6,11,53400.0,56.56364784,8609.552838,1.542857143,1.025,13615.39284,"32.642072, -96.805725",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.642072,-96.805725",
180570237403147.000,1.0 MI E OF IH 35E,76105,20.0,26.7,1971,6,11,53400.0,56.56364784,8609.552838,1.542857143,1.025,13615.39284,"32.642364, -96.80575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.642364,-96.805750",
190190061006097.000,0.80 MI E OF SPUR 86,36501,45.0,23.6,1965,N,1,47200.0,66.06218176,10851.01063,1.25,1.0,13563.76329,"33.47005, -94.321594",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.470050,-94.321594",
121700067508070.000,0.30 MI N OF SH 105,125607,13.0,23.6,1962,N,11,47200.0,66.06218176,10787.2342,1.25,1.0,13484.04275,"30.319447, -95.473058",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.319447,-95.473058",
102340049502040.000,0.40 MI W OF SH 19,50849,32.0,23.6,1961,N,1,47200.0,66.06218176,10749.42682,1.25,1.0,13436.78352,"32.580881, -95.861325",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.580881,-95.861325",
161780037301029.000,0.35 MI S OF FM 624,42921,47.0,23.6,1990,N,2,47200.0,66.06218176,13326.63805,1.0,1.0,13326.63805,"27.850642, -97.631044",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.850642,-97.631044",
150460001605083.000,2.7 MI SW OF FM 725,107078,15.0,23.6,1960,N,11,47200.0,66.06218176,10610.70945,1.25,1.0,13263.38681,"29.677183, -98.150361",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.677183,-98.150361",
172360067507257.000,3.4 MI N OF SH 150,56772,28.0,23.6,1959,N,1,47200.0,66.06218176,10501.35011,1.25,1.0,13126.68764,"30.597978, -95.505017",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.597978,-95.505017",
142270001513090.000,0.05 MI S OF US 183,176077,9.0,23.6,1953,N,11,47200.0,66.06218176,10468.8277,1.25,1.0,13086.03462,"30.338061, -97.7007",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.338061,-97.700700",
11170000913120.000,0.5 MI NE JCT US69,43399,38.0,24.5,1955,N,11,49000.0,63.418084,10458.66942,1.25,1.0,13073.33678,"33.123239, -96.089169",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.123239,-96.089169",
11130061001031.000,0.6 MI W OF FM 900,35132,45.0,23.6,1963,N,1,47200.0,66.06218176,10444.03456,1.25,1.0,13055.0432,"33.167183, -95.342072",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.167183,-95.342072",
150460001605019.000,8.9 MI SW OF FM 725,105026,15.0,23.6,1933,N,11,47200.0,66.06218176,10407.37005,1.25,1.0,13009.21257,"29.627931, -98.235169",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.627931,-98.235169",
150460001605020.000,90 FT N OF SCHWAB ROAD,105026,15.0,23.6,1933,N,11,47200.0,66.06218176,10407.37005,1.25,1.0,13009.21257,"29.639867, -98.21175",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.639867,-98.211750",
22200001416625.000,0.3 Mi. N. of 35/820,142075,11.0,23.6,1966,N,11,47200.0,66.06218176,10324.36292,1.25,1.0,12905.45365,"32.845447, -97.313267",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.845447,-97.313267",
121020050801065.000,1.25 MI E OF SHELDON RD,143493,20.0,32.7,1956,6,11,65400.0,35.04840624,10058.40191,1.25,1.025,12887.32745,"29.785569, -95.105097",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.785569,-95.105097",
200360073901030.000,1.4 MI NE OF FM 1663,41840,37.0,23.6,1962,N,1,47200.0,66.06218176,10226.95423,1.25,1.0,12783.69279,"29.848803, -94.368147",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.848803,-94.368147",
201240073902457.000,6.0 MI NE of FM 365,42871,36.0,23.6,1961,N,1,47200.0,66.06218176,10195.74646,1.25,1.0,12744.68307,"29.994903, -94.200744",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.994903,-94.200744",
150150002502168.000,IH 10 @ IH 37,156508,10.0,24.5,1967,6,11,49000.0,63.418084,9925.437491,1.25,1.025,12716.96678,"29.395, -98.478181",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.395000,-98.478181",
150150002502169.000,IH 10 @ IH 37,156508,10.0,24.5,1967,6,11,49000.0,63.418084,9925.437491,1.25,1.025,12716.96678,"29.395025, -98.478458",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.395025,-98.478458",
150150001703118.000,1.30 MI NE OF LP 1604,53013,29.0,23.6,1957,N,11,47200.0,66.06218176,10156.24788,1.25,1.0,12695.30985,"29.287531, -98.646617",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.287531,-98.646617",
190190061006112.000,0.50 MI W OF SH 8,35710,43.0,23.6,1967,N,1,47200.0,66.06218176,10144.0462,1.25,1.0,12680.05774,"33.475061, -94.416817",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.475061,-94.416817",
